Name,Count,Year,Country
Adriana,249,2020,Italy
Giada,248,2020,Italy
Alessio,239,2020,Italy
Mohamed,237,2020,Italy
Mirella,236,2020,Italy
Vittorio,227,2020,Italy
Graziella,225,2020,Italy
Diego,222,2020,Italy
Edoardo,219,2020,Italy
Mara,217,2020,Italy
Gianfranco,216,2020,Italy
Marcello,214,2020,Italy
Giulio,212,2020,Italy
Loretta,211,2020,Italy
Liliana,208,2020,Italy
Tiziano,206,2020,Italy
Ciro,205,2020,Italy
Gaetano,205,2020,Italy
Marianna,203,2020,Italy
Manuel,203,2020,Italy
Fausto,198,2020,Italy
Umberto,195,2020,Italy
Enrica,193,2020,Italy
Mariagrazia,192,2020,Italy
Raffaella,191,2020,Italy
Serena,190,2020,Italy
Sandra,190,2020,Italy
Carmine,190,2020,Italy
Dario,188,2020,Italy
Letizia,187,2020,Italy
Mirco,185,2020,Italy
Vittoria,185,2020,Italy
Nicole,185,2020,Italy
Lidia,182,2020,Italy
Isabella,180,2020,Italy
Camilla,179,2020,Italy
Benedetta,177,2020,Italy
Gaia,175,2020,Italy
Alfredo,171,2020,Italy
Lorena,171,2020,Italy
Lisa,170,2020,Italy
Guido,168,2020,Italy
Deanna,167,2020,Italy
Lina,166,2020,Italy
Erika,166,2020,Italy
Jessica,165,2020,Italy
Silvano,165,2020,Italy
Daniel,165,2020,Italy
Ivano,164,2020,Italy
Maura,164,2020,Italy
Gennaro,163,2020,Italy
Adele,162,2020,Italy
Rebecca,161,2020,Italy
Bruna,161,2020,Italy
Filomena,161,2020,Italy
Rossella,160,2020,Italy
Noemi,160,2020,Italy
Rossana,160,2020,Italy
Mariateresa,159,2020,Italy
Aldo,158,2020,Italy
Enzo,157,2020,Italy
Marzia,154,2020,Italy
Marialuisa,153,2020,Italy
Edda,150,2020,Italy
Bianca,150,2020,Italy
Linda,149,2020,Italy
Carlotta,148,2020,Italy
Jacopo,147,2020,Italy
Adriano,146,2020,Italy
Romano,146,2020,Italy
Valerio,146,2020,Italy
Rosario,144,2020,Italy
Gloria,144,2020,Italy
Concetta,143,2020,Italy
Viola,142,2020,Italy
Gino,142,2020,Italy
Lara,142,2020,Italy
Thomas,141,2020,Italy
Vanna,139,2020,Italy
Rosaria,139,2020,Italy
Olga,137,2020,Italy
Emilio,137,2020,Italy
Maddalena,136,2020,Italy
Carmen,135,2020,Italy
Emilia,134,2020,Italy
Vincenza,133,2020,Italy
Carolina,133,2020,Italy
Renzo,133,2020,Italy
Lorenza,132,2020,Italy
Natalia,132,2020,Italy
Debora,131,2020,Italy
Tatiana,131,2020,Italy
Agnese,131,2020,Italy
Grazia,131,2020,Italy
Mariacristina,130,2020,Italy
Danilo,129,2020,Italy
Mariagrazia,129,2020,Italy
Nicoletta,129,2020,Italy
Cesare,128,2020,Italy
Donatella,127,2020,Italy
Eugenio,126,2020,Italy
Clara,125,2020,Italy
Gianna,124,2020,Italy
Domenica,123,2020,Italy
Ahmed,123,2020,Italy
Asia,123,2020,Italy
Omar,122,2020,Italy
Renato,121,2020,Italy
Katia,121,2020,Italy
Samuel,120,2020,Italy
Morena,119,2020,Italy
Catia,118,2020,Italy
Michela,117,2020,Italy
Fatima,116,2020,Italy
Ettore,115,2020,Italy
Elia,115,2020,Italy
Vito,115,2020,Italy
Miriam,114,2020,Italy
Ivana,113,2020,Italy
Antonia,111,2020,Italy
Khadija,110,2020,Italy
Mirko,109,2020,Italy
Alfonso,109,2020,Italy
Diana,109,2020,Italy
Ginevra,108,2020,Italy
Armando,107,2020,Italy
Gabriel,107,2020,Italy
Ida,106,2020,Italy
Angelica,106,2020,Italy
Virginia,105,2020,Italy
Graziano,104,2020,Italy
Assunta,104,2020,Italy
Sandro,103,2020,Italy
Mariya,103,2020,Italy
Rocco,103,2020,Italy
William,102,2020,Italy
Monia,102,2020,Italy
Ermanno,100,2020,Italy
Andrea,2120,2019,Italy
Francesco,1854,2019,Italy
Marco,1735,2019,Italy
Giuseppe,1686,2019,Italy
Alessandro,1682,2019,Italy
Maria,1672,2019,Italy
Luca,1654,2019,Italy
Anna,1435,2019,Italy
Antonio,1373,2019,Italy
Francesca,1348,2019,Italy
Giovanni,1307,2019,Italy
Paolo,1270,2019,Italy
Stefano,1242,2019,Italy
Matteo,1218,2019,Italy
Roberto,1179,2019,Italy
Elena,1138,2019,Italy
Davide,1076,2019,Italy
Giulia,1067,2019,Italy
Sara,1022,2019,Italy
Laura,976,2019,Italy
Paola,945,2019,Italy
Chiara,936,2019,Italy
Lorenzo,917,2019,Italy
Daniela,824,2019,Italy
Luigi,821,2019,Italy
Daniele,800,2019,Italy
Simone,787,2019,Italy
Gabriele,787,2019,Italy
Riccardo,780,2019,Italy
Salvatore,776,2019,Italy
Massimo,772,2019,Italy
Alberto,760,2019,Italy
Silvia,758,2019,Italy
Federico,739,2019,Italy
Claudio,707,2019,Italy
Cristina,691,2019,Italy
Monica,676,2019,Italy
Federica,673,2019,Italy
Valentina,672,2019,Italy
Elisa,670,2019,Italy
Fabio,670,2019,Italy
Martina,664,2019,Italy
Vincenzo,663,2019,Italy
Giorgio,657,2019,Italy
Franco,644,2019,Italy
Lucia,640,2019,Italy
Patrizia,623,2019,Italy
Giovanna,616,2019,Italy
Pietro,609,2019,Italy
Angela,604,2019,Italy
Mauro,602,2019,Italy
Mattia,591,2019,Italy
Alessandra,589,2019,Italy
Michele,588,2019,Italy
Mario,582,2019,Italy
Barbara,580,2019,Italy
Domenico,568,2019,Italy
Giuseppina,567,2019,Italy
Maurizio,544,2019,Italy
Stefania,535,2019,Italy
Roberta,524,2019,Italy
Antonella,520,2019,Italy
Alessia,520,2019,Italy
Simona,519,2019,Italy
Filippo,516,2019,Italy
Luciano,510,2019,Italy
Claudia,506,2019,Italy
Carla,503,2019,Italy
Alice,494,2019,Italy
Enrico,484,2019,Italy
Carlo,478,2019,Italy
Sofia,470,2019,Italy
Elisabetta,454,2019,Italy
Franca,444,2019,Italy
Sergio,442,2019,Italy
Giorgia,439,2019,Italy
Leonardo,435,2019,Italy
Angelo,434,2019,Italy
Fabrizio,429,2019,Italy
Gianluca,415,2019,Italy
Caterina,414,2019,Italy
Cristian,413,2019,Italy
Nicola,412,2019,Italy
Luisa,410,2019,Italy
Annamaria,400,2019,Italy
Rita,400,2019,Italy
Tommaso,390,2019,Italy
Gianni,389,2019,Italy
Eleonora,374,2019,Italy
Silvana,373,2019,Italy
Rosa,367,2019,Italy
Emanuele,361,2019,Italy
Marta,356,2019,Italy
Marisa,352,2019,Italy
Marina,351,2019,Italy
Ilaria,346,2019,Italy
Giuliano,343,2019,Italy
Giacomo,337,2019,Italy
Valeria,335,2019,Italy
Beatrice,330,2019,Italy
Teresa,328,2019,Italy
Cinzia,320,2019,Italy
Tiziana,318,2019,Italy
Rosanna,317,2019,Italy
Corrado,315,2019,Italy
Massimiliano,314,2019,Italy
Raffaele,312,2019,Italy
Annalisa,304,2019,Italy
Giuliana,300,2019,Italy
Bruno,300,2019,Italy
Veronica,299,2019,Italy
Manuela,297,2019,Italy
Annamaria,294,2019,Italy
Giancarlo,294,2019,Italy
Arianna,292,2019,Italy
Samuele,291,2019,Italy
Margherita,290,2019,Italy
Matilde,287,2019,Italy
Loredana,279,2019,Italy
Carmela,278,2019,Italy
Luciana,278,2019,Italy
Antonietta,277,2019,Italy
Sabrina,274,2019,Italy
Ivan,274,2019,Italy
Nicolo',271,2019,Italy
Aurora,269,2019,Italy
Nadia,269,2019,Italy
Emanuela,268,2019,Italy
Cecilia,268,2019,Italy
Greta,267,2019,Italy
Gabriella,266,2019,Italy
Emma,265,2019,Italy
Sonia,263,2019,Italy
Alex,263,2019,Italy
Adriana,262,2019,Italy
Mohamed,260,2019,Italy
Christian,255,2019,Italy
Pasquale,253,2019,Italy
Giada,248,2019,Italy
Irene,246,2019,Italy
Mirella,238,2019,Italy
Alessio,235,2019,Italy
Graziella,230,2019,Italy
Vittorio,230,2019,Italy
Gianfranco,221,2019,Italy
Marcello,219,2019,Italy
Mara,217,2019,Italy
Giulio,215,2019,Italy
Diego,214,2019,Italy
Liliana,213,2019,Italy
Loretta,212,2019,Italy
Tiziano,212,2019,Italy
Edoardo,206,2019,Italy
Ciro,205,2019,Italy
Fausto,204,2019,Italy
Gaetano,203,2019,Italy
Manuel,202,2019,Italy
Marianna,201,2019,Italy
Umberto,197,2019,Italy
Lidia,196,2019,Italy
Mariagrazia,195,2019,Italy
Enrica,194,2019,Italy
Carmine,193,2019,Italy
Sandra,191,2019,Italy
Dario,189,2019,Italy
Raffaella,189,2019,Italy
Letizia,188,2019,Italy
Serena,188,2019,Italy
Nicole,186,2019,Italy
Mirco,184,2019,Italy
Vittoria,180,2019,Italy
Alfredo,179,2019,Italy
Isabella,179,2019,Italy
Camilla,177,2019,Italy
Lina,176,2019,Italy
Lorena,176,2019,Italy
Benedetta,175,2019,Italy
Silvano,175,2019,Italy
Bruna,173,2019,Italy
Erika,173,2019,Italy
Enzo,173,2019,Italy
Deanna,172,2019,Italy
Guido,172,2019,Italy
Gaia,170,2019,Italy
Gennaro,170,2019,Italy
Ivano,169,2019,Italy
Filomena,167,2019,Italy
Jessica,167,2019,Italy
Aldo,166,2019,Italy
Adele,166,2019,Italy
Maura,165,2019,Italy
Lisa,165,2019,Italy
Mariateresa,164,2019,Italy
Noemi,164,2019,Italy
Rossella,163,2019,Italy
Daniel,162,2019,Italy
Marialuisa,158,2019,Italy
Edda,158,2019,Italy
Romano,157,2019,Italy
Rossana,156,2019,Italy
Marzia,154,2019,Italy
Rebecca,153,2019,Italy
Linda,153,2019,Italy
Valerio,149,2019,Italy
Adriano,149,2019,Italy
Gino,148,2019,Italy
Bianca,147,2019,Italy
Olga,146,2019,Italy
Concetta,146,2019,Italy
Jacopo,145,2019,Italy
Gloria,145,2019,Italy
Carlotta,145,2019,Italy
Vanna,144,2019,Italy
Renzo,143,2019,Italy
Lara,142,2019,Italy
Rosaria,142,2019,Italy
Thomas,140,2019,Italy
Rosario,140,2019,Italy
Emilio,140,2019,Italy
Viola,140,2019,Italy
Maddalena,138,2019,Italy
Carmen,137,2019,Italy
Tatiana,136,2019,Italy
Carolina,135,2019,Italy
Natalia,134,2019,Italy
Debora,133,2019,Italy
Danilo,133,2019,Italy
Grazia,133,2019,Italy
Ahmed,133,2019,Italy
Vincenza,132,2019,Italy
Mariacristina,131,2019,Italy
Cesare,130,2019,Italy
Donatella,129,2019,Italy
Mariagrazia,129,2019,Italy
Domenica,129,2019,Italy
Lorenza,129,2019,Italy
Renato,128,2019,Italy
Emilia,128,2019,Italy
Agnese,127,2019,Italy
Gianna,127,2019,Italy
Nicoletta,126,2019,Italy
Eugenio,126,2019,Italy
Clara,125,2019,Italy
Katia,123,2019,Italy
Samuel,122,2019,Italy
Vito,122,2019,Italy
Catia,121,2019,Italy
Asia,121,2019,Italy
Morena,118,2019,Italy
Ivana,117,2019,Italy
Michela,116,2019,Italy
Omar,115,2019,Italy
Fatima,115,2019,Italy
Elia,114,2019,Italy
Ettore,113,2019,Italy
Miriam,112,2019,Italy
Khadija,112,2019,Italy
Antonia,111,2019,Italy
Diana,110,2019,Italy
Armando,109,2019,Italy
Gabriel,109,2019,Italy
Alfonso,108,2019,Italy
Ida,108,2019,Italy
Mirko,108,2019,Italy
Mariya,108,2019,Italy
Sandro,106,2019,Italy
Virginia,105,2019,Italy
Assunta,105,2019,Italy
Graziano,104,2019,Italy
William,104,2019,Italy
Rina,103,2019,Italy
Susanna,103,2019,Italy
Ginevra,103,2019,Italy
Rocco,103,2019,Italy
Angelica,102,2019,Italy
Ermanno,102,2019,Italy
Loris,101,2019,Italy
Marialuisa,101,2019,Italy
Milena,100,2019,Italy
Monia,100,2019,Italy
Andrea,2084,2018,Italy
Francesco,1826,2018,Italy
Marco,1734,2018,Italy
Giuseppe,1684,2018,Italy
Maria,1679,2018,Italy
Alessandro,1666,2018,Italy
Luca,1653,2018,Italy
Anna,1439,2018,Italy
Antonio,1381,2018,Italy
Francesca,1340,2018,Italy
Giovanni,1318,2018,Italy
Paolo,1292,2018,Italy
Stefano,1237,2018,Italy
Roberto,1202,2018,Italy
Matteo,1197,2018,Italy
Elena,1141,2018,Italy
Davide,1072,2018,Italy
Giulia,1041,2018,Italy
Sara,1014,2018,Italy
Laura,991,2018,Italy
Paola,952,2018,Italy
Chiara,927,2018,Italy
Lorenzo,903,2018,Italy
Luigi,831,2018,Italy
Daniela,828,2018,Italy
Daniele,789,2018,Italy
Simone,785,2018,Italy
Massimo,768,2018,Italy
Gabriele,767,2018,Italy
Riccardo,766,2018,Italy
Salvatore,762,2018,Italy
Silvia,760,2018,Italy
Alberto,757,2018,Italy
Federico,733,2018,Italy
Claudio,715,2018,Italy
Cristina,685,2018,Italy
Monica,683,2018,Italy
Elisa,680,2018,Italy
Fabio,674,2018,Italy
Federica,672,2018,Italy
Valentina,671,2018,Italy
Giorgio,669,2018,Italy
Franco,661,2018,Italy
Vincenzo,646,2018,Italy
Martina,644,2018,Italy
Lucia,641,2018,Italy
Patrizia,629,2018,Italy
Giovanna,622,2018,Italy
Pietro,616,2018,Italy
Angela,608,2018,Italy
Mauro,605,2018,Italy
Michele,599,2018,Italy
Giuseppina,594,2018,Italy
Barbara,584,2018,Italy
Mario,584,2018,Italy
Alessandra,582,2018,Italy
Mattia,567,2018,Italy
Domenico,561,2018,Italy
Maurizio,546,2018,Italy
Stefania,531,2018,Italy
Simona,526,2018,Italy
Luciano,522,2018,Italy
Roberta,521,2018,Italy
Antonella,516,2018,Italy
Alessia,515,2018,Italy
Filippo,515,2018,Italy
Carla,510,2018,Italy
Claudia,505,2018,Italy
Carlo,488,2018,Italy
Enrico,486,2018,Italy
Alice,485,2018,Italy
Franca,466,2018,Italy
Elisabetta,450,2018,Italy
Sofia,449,2018,Italy
Sergio,447,2018,Italy
Angelo,439,2018,Italy
Giorgia,433,2018,Italy
Fabrizio,430,2018,Italy
Luisa,416,2018,Italy
Leonardo,412,2018,Italy
Gianluca,411,2018,Italy
Caterina,410,2018,Italy
Cristian,410,2018,Italy
Annamaria,407,2018,Italy
Nicola,405,2018,Italy
Gianni,398,2018,Italy
Rita,392,2018,Italy
Tommaso,376,2018,Italy
Silvana,374,2018,Italy
Rosa,370,2018,Italy
Marisa,362,2018,Italy
Eleonora,358,2018,Italy
Marta,357,2018,Italy
Giuliano,352,2018,Italy
Marina,351,2018,Italy
Emanuele,349,2018,Italy
Ilaria,337,2018,Italy
Valeria,333,2018,Italy
Giacomo,330,2018,Italy
Teresa,330,2018,Italy
Rosanna,326,2018,Italy
Tiziana,323,2018,Italy
Cinzia,322,2018,Italy
Corrado,320,2018,Italy
Massimiliano,316,2018,Italy
Raffaele,314,2018,Italy
Beatrice,313,2018,Italy
Giancarlo,307,2018,Italy
Annalisa,302,2018,Italy
Bruno,300,2018,Italy
Giuliana,300,2018,Italy
Annamaria,299,2018,Italy
Manuela,297,2018,Italy
Veronica,295,2018,Italy
Luciana,289,2018,Italy
Margherita,287,2018,Italy
Loredana,282,2018,Italy
Arianna,281,2018,Italy
Ivan,281,2018,Italy
Samuele,279,2018,Italy
Antonietta,278,2018,Italy
Matilde,277,2018,Italy
Nadia,276,2018,Italy
Adriana,275,2018,Italy
Carmela,275,2018,Italy
Mohamed,273,2018,Italy
Gabriella,270,2018,Italy
Sabrina,270,2018,Italy
Nicolo',269,2018,Italy
Emanuela,268,2018,Italy
Emma,266,2018,Italy
Sonia,264,2018,Italy
Alex,260,2018,Italy
Cecilia,259,2018,Italy
Christian,255,2018,Italy
Aurora,252,2018,Italy
Greta,252,2018,Italy
Pasquale,252,2018,Italy
Giada,248,2018,Italy
Mirella,248,2018,Italy
Irene,244,2018,Italy
Vittorio,237,2018,Italy
Alessio,233,2018,Italy
Graziella,231,2018,Italy
Gianfranco,228,2018,Italy
Liliana,223,2018,Italy
Mara,221,2018,Italy
Marcello,219,2018,Italy
Giulio,217,2018,Italy
Loretta,214,2018,Italy
Tiziano,208,2018,Italy
Ciro,207,2018,Italy
Diego,207,2018,Italy
Gaetano,206,2018,Italy
Fausto,205,2018,Italy
Lidia,204,2018,Italy
Umberto,201,2018,Italy
Edoardo,199,2018,Italy
Mariagrazia,198,2018,Italy
Enrica,197,2018,Italy
Marianna,197,2018,Italy
Carmine,193,2018,Italy
Sandra,193,2018,Italy
Manuel,192,2018,Italy
Dario,188,2018,Italy
Silvano,186,2018,Italy
Mirco,185,2018,Italy
Raffaella,184,2018,Italy
Letizia,183,2018,Italy
Lina,183,2018,Italy
Bruna,182,2018,Italy
Nicole,182,2018,Italy
Serena,182,2018,Italy
Alfredo,180,2018,Italy
Vittoria,180,2018,Italy
Guido,178,2018,Italy
Lorena,176,2018,Italy
Enzo,175,2018,Italy
Ivano,175,2018,Italy
Deanna,174,2018,Italy
Isabella,174,2018,Italy
Erika,173,2018,Italy
Adele,172,2018,Italy
Benedetta,171,2018,Italy
Filomena,168,2018,Italy
Jessica,168,2018,Italy
Mariateresa,168,2018,Italy
Camilla,165,2018,Italy
Lisa,165,2018,Italy
Maura,165,2018,Italy
Aldo,164,2018,Italy
Gaia,164,2018,Italy
Edda,163,2018,Italy
Gennaro,163,2018,Italy
Romano,163,2018,Italy
Marialuisa,161,2018,Italy
Noemi,161,2018,Italy
Rossella,161,2018,Italy
Adriano,155,2018,Italy
Rossana,155,2018,Italy
Daniel,153,2018,Italy
Renzo,153,2018,Italy
Marzia,152,2018,Italy
Gino,151,2018,Italy
Linda,150,2018,Italy
Vanna,148,2018,Italy
Carlotta,146,2018,Italy
Concetta,145,2018,Italy
Valerio,145,2018,Italy
Gloria,144,2018,Italy
Jacopo,144,2018,Italy
Bianca,143,2018,Italy
Emilio,143,2018,Italy
Olga,143,2018,Italy
Ahmed,142,2018,Italy
Carmen,142,2018,Italy
Rosaria,142,2018,Italy
Lara,141,2018,Italy
Rebecca,140,2018,Italy
Rosario,140,2018,Italy
Carolina,138,2018,Italy
Tatiana,138,2018,Italy
Vincenza,138,2018,Italy
Danilo,136,2018,Italy
Maddalena,136,2018,Italy
Domenica,135,2018,Italy
Thomas,134,2018,Italy
Debora,133,2018,Italy
Grazia,132,2018,Italy
Mariacristina,132,2018,Italy
Emilia,131,2018,Italy
Lorenza,131,2018,Italy
Eugenio,130,2018,Italy
Cesare,129,2018,Italy
Donatella,129,2018,Italy
Viola,129,2018,Italy
Gianna,128,2018,Italy
Natalia,128,2018,Italy
Katia,127,2018,Italy
Mariagrazia,127,2018,Italy
Nicoletta,127,2018,Italy
Renato,127,2018,Italy
Clara,125,2018,Italy
Catia,123,2018,Italy
Vito,123,2018,Italy
Asia,122,2018,Italy
Agnese,121,2018,Italy
Omar,121,2018,Italy
Morena,120,2018,Italy
Samuel,119,2018,Italy
Fatima,117,2018,Italy
Ivana,117,2018,Italy
Michela,117,2018,Italy
Rina,116,2018,Italy
Ida,115,2018,Italy
Antonia,114,2018,Italy
Armando,113,2018,Italy
Khadija,112,2018,Italy
Ettore,111,2018,Italy
Elia,110,2018,Italy
Miriam,109,2018,Italy
Assunta,108,2018,Italy
Ermanno,108,2018,Italy
Alfonso,107,2018,Italy
Sandro,106,2018,Italy
Diana,105,2018,Italy
Mariya,105,2018,Italy
Mirko,105,2018,Italy
Graziano,104,2018,Italy
Susanna,104,2018,Italy
William,104,2018,Italy
Rocco,103,2018,Italy
Ines,102,2018,Italy
Virginia,102,2018,Italy
Loris,101,2018,Italy
Marialuisa,101,2018,Italy
Angelica,100,2018,Italy
Gabriel,100,2018,Italy
Milena,100,2018,Italy
Andrea,2035,2015,Italy
Francesco,1831,2015,Italy
Maria,1780,2015,Italy
Marco,1702,2015,Italy
Giuseppe,1695,2015,Italy
Luca,1618,2015,Italy
Alessandro,1586,2015,Italy
Anna,1472,2015,Italy
Antonio,1365,2015,Italy
Giovanni,1346,2015,Italy
Francesca,1339,2015,Italy
Paolo,1327,2015,Italy
Stefano,1227,2015,Italy
Roberto,1206,2015,Italy
Matteo,1161,2015,Italy
Elena,1113,2015,Italy
Davide,1057,2015,Italy
Giulia,1007,2015,Italy
Laura,998,2015,Italy
Sara,984,2015,Italy
Paola,980,2015,Italy
Chiara,896,2015,Italy
Luigi,865,2015,Italy
Lorenzo,861,2015,Italy
Daniela,825,2015,Italy
Daniele,779,2015,Italy
Massimo,775,2015,Italy
Alberto,774,2015,Italy
Salvatore,770,2015,Italy
Silvia,765,2015,Italy
Simone,764,2015,Italy
Franco,734,2015,Italy
Gabriele,727,2015,Italy
Riccardo,721,2015,Italy
Claudio,719,2015,Italy
Giorgio,701,2015,Italy
Federico,698,2015,Italy
Valentina,685,2015,Italy
Monica,676,2015,Italy
Lucia,672,2015,Italy
Elisa,671,2015,Italy
Cristina,670,2015,Italy
Federica,659,2015,Italy
Fabio,658,2015,Italy
Giovanna,657,2015,Italy
Vincenzo,643,2015,Italy
Patrizia,640,2015,Italy
Mario,630,2015,Italy
Giuseppina,622,2015,Italy
Pietro,620,2015,Italy
Martina,616,2015,Italy
Mauro,612,2015,Italy
Angela,610,2015,Italy
Barbara,591,2015,Italy
Alessandra,580,2015,Italy
Domenico,575,2015,Italy
Michele,568,2015,Italy
Luciano,565,2015,Italy
Maurizio,554,2015,Italy
Stefania,532,2015,Italy
Carla,531,2015,Italy
Carlo,520,2015,Italy
Mattia,517,2015,Italy
Simona,514,2015,Italy
Antonella,512,2015,Italy
Franca,507,2015,Italy
Roberta,506,2015,Italy
Claudia,501,2015,Italy
Alessia,494,2015,Italy
Enrico,481,2015,Italy
Sergio,480,2015,Italy
Filippo,477,2015,Italy
Angelo,475,2015,Italy
Alice,471,2015,Italy
Elisabetta,447,2015,Italy
Luisa,433,2015,Italy
Fabrizio,430,2015,Italy
Annamaria,426,2015,Italy
Gianni,422,2015,Italy
Gianluca,412,2015,Italy
Cristian,411,2015,Italy
Giorgia,408,2015,Italy
Nicola,407,2015,Italy
Caterina,402,2015,Italy
Rita,402,2015,Italy
Silvana,401,2015,Italy
Sofia,394,2015,Italy
Marisa,389,2015,Italy
Rosa,387,2015,Italy
Giuliano,364,2015,Italy
Marta,358,2015,Italy
Emanuele,345,2015,Italy
Marina,345,2015,Italy
Teresa,344,2015,Italy
Eleonora,340,2015,Italy
Ilaria,340,2015,Italy
Leonardo,340,2015,Italy
Tommaso,340,2015,Italy
Rosanna,335,2015,Italy
Corrado,334,2015,Italy
Massimiliano,330,2015,Italy
Cinzia,329,2015,Italy
Raffaele,323,2015,Italy
Giancarlo,322,2015,Italy
Tiziana,321,2015,Italy
Valeria,321,2015,Italy
Bruno,314,2015,Italy
Giuliana,314,2015,Italy
Giacomo,313,2015,Italy
Luciana,311,2015,Italy
Manuela,306,2015,Italy
Mohamed,306,2015,Italy
Annamaria,303,2015,Italy
Adriana,298,2015,Italy
Annalisa,297,2015,Italy
Veronica,287,2015,Italy
Loredana,286,2015,Italy
Antonietta,283,2015,Italy
Beatrice,283,2015,Italy
Nadia,283,2015,Italy
Ivan,279,2015,Italy
Margherita,277,2015,Italy
Carmela,276,2015,Italy
Emanuela,273,2015,Italy
Mirella,265,2015,Italy
Sabrina,265,2015,Italy
Arianna,264,2015,Italy
Gabriella,264,2015,Italy
Alex,252,2015,Italy
Samuele,252,2015,Italy
Christian,250,2015,Italy
Matilde,248,2015,Italy
Sonia,247,2015,Italy
Cecilia,246,2015,Italy
Liliana,243,2015,Italy
Emma,240,2015,Italy
Nicolo',240,2015,Italy
Gianfranco,238,2015,Italy
Graziella,237,2015,Italy
Irene,236,2015,Italy
Vittorio,234,2015,Italy
Pasquale,232,2015,Italy
Greta,231,2015,Italy
Mara,231,2015,Italy
Aurora,230,2015,Italy
Giada,225,2015,Italy
Lidia,225,2015,Italy
Umberto,224,2015,Italy
Loretta,223,2015,Italy
Bruna,221,2015,Italy
Silvano,216,2015,Italy
